geoId,month,cases,deaths,homecontinent,latitude,longitude
VA,11,0,0,Europe,41.902916,12.453389
VA,12,0,0,Europe,41.902916,12.453389
VC,3,1,0,North America,12.984305,-61.287228000000006
VC,4,15,0,North America,12.984305,-61.287228000000006
VC,5,10,0,North America,12.984305,-61.287228000000006
VC,6,3,0,North America,12.984305,-61.287228000000006
VC,7,23,0,North America,12.984305,-61.287228000000006
VC,8,8,0,North America,12.984305,-61.287228000000006
VC,9,4,0,North America,12.984305,-61.287228000000006
VC,10,10,0,North America,12.984305,-61.287228000000006
VC,11,11,0,North America,12.984305,-61.287228000000006
VC,12,13,0,North America,12.984305,-61.287228000000006
VE,3,135,3,South America,6.42375,-66.58973
VE,4,196,7,South America,6.42375,-66.58973
VE,5,1128,4,South America,6.42375,-66.58973
VE,6,4071,34,South America,6.42375,-66.58973
VE,7,12329,110,South America,6.42375,-66.58973
VE,8,28009,223,South America,6.42375,-66.58973
VE,9,28495,240,South America,6.42375,-66.58973
VE,10,17226,172,South America,6.42375,-66.58973
VE,11,10451,101,South America,6.42375,-66.58973
VE,12,5137,55,South America,6.42375,-66.58973
VI,3,30,0,North America,18.335765,-64.896335
VI,4,36,4,North America,18.335765,-64.896335
VI,5,3,2,North America,18.335765,-64.896335
VI,6,15,0,North America,18.335765,-64.896335
VI,7,301,2,North America,18.335765,-64.896335
VI,8,749,6,North America,18.335765,-64.896335
VI,9,184,6,North America,18.335765,-64.896335
VI,10,44,1,North America,18.335765,-64.896335
VI,11,182,2,North America,18.335765,-64.896335
VI,12,263,0,North America,18.335765,-64.896335
VN,1,5,0,Asia,14.058324,108.277199
VN,2,11,0,Asia,14.058324,108.277199
VN,3,190,0,Asia,14.058324,108.277199
VN,4,64,0,Asia,14.058324,108.277199
VN,5,57,0,Asia,14.058324,108.277199
VN,6,28,0,Asia,14.058324,108.277199
VN,7,154,0,Asia,14.058324,108.277199
VN,8,531,32,Asia,14.058324,108.277199
VN,9,54,3,Asia,14.058324,108.277199
VN,10,83,0,Asia,14.058324,108.277199
VN,11,166,0,Asia,14.058324,108.277199
VN,12,54,0,Asia,14.058324,108.277199
XK,3,110,1,Europe,42.602636,20.902977
XK,4,698,20,Europe,42.602636,20.902977
XK,5,262,9,Europe,42.602636,20.902977
XK,6,1729,19,Europe,42.602636,20.902977
XK,7,5305,163,Europe,42.602636,20.902977
XK,8,5230,304,Europe,42.602636,20.902977
XK,9,2240,109,Europe,42.602636,20.902977
XK,10,3754,53,Europe,42.602636,20.902977
XK,11,19729,327,Europe,42.602636,20.902977
XK,12,7523,193,Europe,42.602636,20.902977
ZA,3,1326,3,Africa,-30.559482,22.937506
ZA,4,4024,100,Africa,-30.559482,22.937506
ZA,5,25617,540,Africa,-30.559482,22.937506
ZA,6,113297,1886,Africa,-30.559482,22.937506
ZA,7,337905,5283,Africa,-30.559482,22.937506
ZA,8,142887,6216,Africa,-30.559482,22.937506
ZA,9,47516,2639,Africa,-30.559482,22.937506
ZA,10,51110,2563,Africa,-30.559482,22.937506
ZA,11,64020,2247,Africa,-30.559482,22.937506
ZA,12,73262,1799,Africa,-30.559482,22.937506
ZM,3,35,0,Africa,-13.133897,27.849332
ZM,4,62,3,Africa,-13.133897,27.849332
ZM,5,960,4,Africa,-13.133897,27.849332
ZM,6,511,15,Africa,-13.133897,27.849332
ZM,7,3987,127,Africa,-13.133897,27.849332
ZM,8,6470,138,Africa,-13.133897,27.849332
ZM,9,2690,45,Africa,-13.133897,27.849332
ZM,10,1700,17,Africa,-13.133897,27.849332
ZM,11,1193,8,Africa,-13.133897,27.849332
ZM,12,666,10,Africa,-13.133897,27.849332
ZW,3,7,1,Africa,-19.015438,29.154857
ZW,4,27,3,Africa,-19.015438,29.154857
ZW,5,140,0,Africa,-19.015438,29.154857
ZW,6,400,3,Africa,-19.015438,29.154857
ZW,7,2518,46,Africa,-19.015438,29.154857
ZW,8,3320,143,Africa,-19.015438,29.154857
ZW,9,1425,32,Africa,-19.015438,29.154857
ZW,10,525,14,Africa,-19.015438,29.154857
ZW,11,1588,34,Africa,-19.015438,29.154857
ZW,12,1296,31,Africa,-19.015438,29.154857
